date,season,home_team,away_team,pts_home,pts_away,home_team_wins
2021-04-13,2020,Toronto Raptors,Atlanta Hawks,103,108,FALSE
2021-04-13,2020,Charlotte Hornets,Los Angeles Lakers,93,101,FALSE
2021-04-13,2020,Utah Jazz,Oklahoma City Thunder,106,96,TRUE
2021-04-13,2020,Phoenix Suns,Miami Heat,106,86,TRUE
2021-04-13,2020,Portland Trail Blazers,Boston Celtics,115,116,FALSE
2021-04-12,2020,New York Knicks,Los Angeles Lakers,111,96,TRUE
2021-04-12,2020,Dallas Mavericks,Philadelphia 76ers,95,113,FALSE
2021-04-12,2020,Orlando Magic,San Antonio Spurs,97,120,FALSE
2021-04-12,2020,Memphis Grizzlies,Chicago Bulls,101,90,TRUE
2021-04-12,2020,New Orleans Pelicans,Sacramento Kings,117,110,TRUE
2021-04-12,2020,Utah Jazz,Washington Wizards,121,125,FALSE
2021-04-12,2020,Golden State Warriors,Denver Nuggets,116,107,TRUE
2021-04-12,2020,Phoenix Suns,Houston Rockets,126,120,TRUE
2021-04-11,2020,Charlotte Hornets,Atlanta Hawks,101,105,FALSE
2021-04-11,2020,Denver Nuggets,Boston Celtics,87,105,FALSE
2021-04-11,2020,Cleveland Cavaliers,New Orleans Pelicans,109,116,FALSE
2021-04-11,2020,Orlando Magic,Milwaukee Bucks,87,124,FALSE
2021-04-11,2020,New York Knicks,Toronto Raptors,102,96,TRUE
2021-04-11,2020,Dallas Mavericks,San Antonio Spurs,117,119,FALSE
2021-04-11,2020,Memphis Grizzlies,Indiana Pacers,125,132,FALSE
2021-04-11,2020,Minnesota Timberwolves,Chicago Bulls,121,117,TRUE
2021-04-11,2020,Los Angeles Clippers,Detroit Pistons,131,124,TRUE
2021-04-11,2020,Portland Trail Blazers,Miami Heat,98,107,FALSE
2021-04-10,2020,Cleveland Cavaliers,Toronto Raptors,115,135,FALSE
2021-04-10,2020,Brooklyn Nets,Los Angeles Lakers,101,126,FALSE
2021-04-10,2020,Oklahoma City Thunder,Philadelphia 76ers,93,117,FALSE
2021-04-10,2020,Utah Jazz,Sacramento Kings,128,112,TRUE
2021-04-10,2020,Golden State Warriors,Houston Rockets,125,109,TRUE
2021-04-10,2020,Phoenix Suns,Washington Wizards,134,106,TRUE
2021-04-10,2020,Portland Trail Blazers,Detroit Pistons,118,103,TRUE
2021-04-09,2020,Orlando Magic,Indiana Pacers,106,111,FALSE
2021-04-09,2020,Boston Celtics,Minnesota Timberwolves,145,136,TRUE
2021-04-09,2020,New York Knicks,Memphis Grizzlies,133,129,TRUE
2021-04-09,2020,Atlanta Hawks,Chicago Bulls,120,108,TRUE
2021-04-09,2020,New Orleans Pelicans,Philadelphia 76ers,101,94,TRUE
2021-04-09,2020,Milwaukee Bucks,Charlotte Hornets,119,127,FALSE
2021-04-09,2020,Denver Nuggets,San Antonio Spurs,121,119,TRUE
2021-04-09,2020,Golden State Warriors,Washington Wizards,107,110,FALSE
2021-04-09,2020,Los Angeles Clippers,Houston Rockets,126,109,TRUE
2021-04-08,2020,Toronto Raptors,Chicago Bulls,113,122,FALSE
2021-04-08,2020,Miami Heat,Los Angeles Lakers,110,104,TRUE
2021-04-08,2020,Oklahoma City Thunder,Cleveland Cavaliers,102,129,FALSE
2021-04-08,2020,Dallas Mavericks,Milwaukee Bucks,116,101,TRUE
2021-04-08,2020,Utah Jazz,Portland Trail Blazers,122,103,TRUE
2021-04-08,2020,Los Angeles Clippers,Phoenix Suns,113,103,TRUE
2021-04-08,2020,Sacramento Kings,Detroit Pistons,101,113,FALSE
2021-04-07,2020,Indiana Pacers,Minnesota Timberwolves,141,137,TRUE
2021-04-07,2020,Orlando Magic,Washington Wizards,116,131,FALSE
2021-04-07,2020,Boston Celtics,New York Knicks,101,99,TRUE
2021-04-07,2020,Brooklyn Nets,New Orleans Pelicans,139,111,TRUE
2021-04-07,2020,Houston Rockets,Dallas Mavericks,102,93,TRUE
2021-04-07,2020,Atlanta Hawks,Memphis Grizzlies,113,131,FALSE
2021-04-07,2020,Oklahoma City Thunder,Charlotte Hornets,102,113,FALSE
2021-04-07,2020,Denver Nuggets,San Antonio Spurs,106,96,TRUE
2021-04-07,2020,Phoenix Suns,Utah Jazz,117,113,TRUE
2021-04-06,2020,Indiana Pacers,Chicago Bulls,97,113,FALSE
2021-04-06,2020,Atlanta Hawks,New Orleans Pelicans,123,107,TRUE
2021-04-06,2020,Boston Celtics,Philadelphia 76ers,96,106,FALSE
2021-04-06,2020,Toronto Raptors,Los Angeles Lakers,101,110,FALSE
2021-04-06,2020,Miami Heat,Memphis Grizzlies,112,124,FALSE
2021-04-06,2020,Denver Nuggets,Detroit Pistons,134,119,TRUE
2021-04-06,2020,Golden State Warriors,Milwaukee Bucks,122,121,TRUE
2021-04-06,2020,Los Angeles Clippers,Portland Trail Blazers,133,116,TRUE
2021-04-05,2020,Brooklyn Nets,New York Knicks,114,112,TRUE
2021-04-05,2020,Toronto Raptors,Washington Wizards,103,101,TRUE
2021-04-05,2020,Dallas Mavericks,Utah Jazz,111,103,TRUE
2021-04-05,2020,Minnesota Timberwolves,Sacramento Kings,116,106,TRUE
2021-04-05,2020,Oklahoma City Thunder,Detroit Pistons,108,132,FALSE
2021-04-05,2020,San Antonio Spurs,Cleveland Cavaliers,101,125,FALSE
2021-04-05,2020,Houston Rockets,Phoenix Suns,130,133,FALSE
2021-04-04,2020,Chicago Bulls,Brooklyn Nets,115,107,TRUE
2021-04-04,2020,Los Angeles Clippers,Los Angeles Lakers,104,86,TRUE
2021-04-04,2020,Boston Celtics,Charlotte Hornets,116,86,TRUE
2021-04-04,2020,Philadelphia 76ers,Memphis Grizzlies,100,116,FALSE
2021-04-04,2020,Atlanta Hawks,Golden State Warriors,117,111,TRUE
2021-04-04,2020,Houston Rockets,New Orleans Pelicans,115,122,FALSE
2021-04-04,2020,Denver Nuggets,Orlando Magic,119,109,TRUE
2021-04-03,2020,Washington Wizards,Dallas Mavericks,87,109,FALSE
2021-04-03,2020,Detroit Pistons,New York Knicks,81,125,FALSE
2021-04-03,2020,Miami Heat,Cleveland Cavaliers,115,101,TRUE
2021-04-03,2020,Philadelphia 76ers,Minnesota Timberwolves,122,113,TRUE
2021-04-03,2020,San Antonio Spurs,Indiana Pacers,133,139,FALSE
2021-04-03,2020,Utah Jazz,Orlando Magic,137,91,TRUE
2021-04-03,2020,Portland Trail Blazers,Oklahoma City Thunder,133,85,TRUE
2021-04-03,2020,Sacramento Kings,Milwaukee Bucks,128,129,FALSE
2021-04-02,2020,Toronto Raptors,Golden State Warriors,130,77,TRUE
2021-04-02,2020,Boston Celtics,Houston Rockets,118,102,TRUE
2021-04-02,2020,New York Knicks,Dallas Mavericks,86,99,FALSE
2021-04-02,2020,Indiana Pacers,Charlotte Hornets,97,114,FALSE
2021-04-02,2020,Memphis Grizzlies,Minnesota Timberwolves,120,108,TRUE
2021-04-02,2020,New Orleans Pelicans,Atlanta Hawks,103,126,FALSE
2021-04-02,2020,Utah Jazz,Chicago Bulls,113,106,TRUE
2021-04-02,2020,Phoenix Suns,Oklahoma City Thunder,140,103,TRUE
2021-04-02,2020,Portland Trail Blazers,Milwaukee Bucks,109,127,FALSE
2021-04-02,2020,Sacramento Kings,Los Angeles Lakers,94,115,FALSE
2021-04-01,2020,Detroit Pistons,Washington Wizards,120,91,TRUE
2021-04-01,2020,Cleveland Cavaliers,Philadelphia 76ers,94,114,FALSE
2021-04-01,2020,Brooklyn Nets,Charlotte Hornets,111,89,TRUE
2021-04-01,2020,Miami Heat,Golden State Warriors,116,109,TRUE
2021-04-01,2020,New Orleans Pelicans,Orlando Magic,110,115,FALSE
2021-04-01,2020,San Antonio Spurs,Atlanta Hawks,129,134,FALSE
2021-04-01,2020,Los Angeles Clippers,Denver Nuggets,94,101,FALSE
2021-03-31,2020,Detroit Pistons,Portland Trail Blazers,101,124,FALSE
2021-03-31,2020,Indiana Pacers,Miami Heat,87,92,FALSE
2021-03-31,2020,Boston Celtics,Dallas Mavericks,108,113,FALSE
2021-03-31,2020,Brooklyn Nets,Houston Rockets,120,108,TRUE
2021-03-31,2020,Memphis Grizzlies,Utah Jazz,107,111,FALSE
2021-03-31,2020,Minnesota Timberwolves,New York Knicks,102,101,TRUE
2021-03-31,2020,Oklahoma City Thunder,Toronto Raptors,113,103,TRUE
2021-03-31,2020,San Antonio Spurs,Sacramento Kings,120,106,TRUE
2021-03-31,2020,Los Angeles Lakers,Milwaukee Bucks,97,112,FALSE
2021-03-31,2020,Phoenix Suns,Chicago Bulls,121,116,TRUE
2021-03-30,2020,Washington Wizards,Charlotte Hornets,104,114,FALSE
2021-03-30,2020,Denver Nuggets,Philadelphia 76ers,104,95,TRUE
2021-03-30,2020,Phoenix Suns,Atlanta Hawks,117,110,TRUE
2021-03-30,2020,Los Angeles Clippers,Orlando Magic,96,103,FALSE
2021-03-29,2020,Washington Wizards,Indiana Pacers,132,124,TRUE
2021-03-29,2020,Boston Celtics,New Orleans Pelicans,109,115,FALSE
2021-03-29,2020,Brooklyn Nets,Minnesota Timberwolves,112,107,TRUE
2021-03-29,2020,New York Knicks,Miami Heat,88,98,FALSE
2021-03-29,2020,Detroit Pistons,Toronto Raptors,118,104,TRUE
2021-03-29,2020,Houston Rockets,Memphis Grizzlies,110,120,FALSE
2021-03-29,2020,Oklahoma City Thunder,Dallas Mavericks,106,127,FALSE
2021-03-29,2020,San Antonio Spurs,Sacramento Kings,115,132,FALSE
2021-03-29,2020,Utah Jazz,Cleveland Cavaliers,114,75,TRUE
2021-03-29,2020,Golden State Warriors,Chicago Bulls,116,102,TRUE
2021-03-29,2020,Los Angeles Clippers,Milwaukee Bucks,129,105,TRUE
2021-03-28,2020,Charlotte Hornets,Phoenix Suns,97,101,FALSE
2021-03-28,2020,Toronto Raptors,Portland Trail Blazers,117,122,FALSE
2021-03-28,2020,Denver Nuggets,Atlanta Hawks,126,102,TRUE
2021-03-28,2020,Los Angeles Lakers,Orlando Magic,96,93,TRUE
2021-03-27,2020,Washington Wizards,Detroit Pistons,106,92,TRUE
2021-03-27,2020,Milwaukee Bucks,New York Knicks,96,102,FALSE
2021-03-27,2020,Minnesota Timberwolves,Houston Rockets,107,129,FALSE
2021-03-27,2020,San Antonio Spurs,Chicago Bulls,120,104,TRUE
2021-03-27,2020,New Orleans Pelicans,Dallas Mavericks,112,103,TRUE
2021-03-27,2020,Oklahoma City Thunder,Boston Celtics,94,111,FALSE
2021-03-27,2020,Utah Jazz,Memphis Grizzlies,126,110,TRUE
2021-03-27,2020,Los Angeles Clippers,Philadelphia 76ers,122,112,TRUE
2021-03-27,2020,Sacramento Kings,Cleveland Cavaliers,100,98,TRUE
2021-03-26,2020,Detroit Pistons,Brooklyn Nets,111,113,FALSE
2021-03-26,2020,Toronto Raptors,Phoenix Suns,100,104,FALSE
2021-03-26,2020,Milwaukee Bucks,Boston Celtics,114,122,FALSE
2021-03-26,2020,Charlotte Hornets,Miami Heat,110,105,TRUE
2021-03-26,2020,Orlando Magic,Portland Trail Blazers,105,112,FALSE
2021-03-26,2020,Minnesota Timberwolves,Houston Rockets,107,101,TRUE
2021-03-26,2020,New Orleans Pelicans,Denver Nuggets,108,113,FALSE
2021-03-26,2020,Dallas Mavericks,Indiana Pacers,94,109,FALSE
2021-03-26,2020,Utah Jazz,Memphis Grizzlies,117,114,TRUE
2021-03-26,2020,Golden State Warriors,Atlanta Hawks,108,124,FALSE
2021-03-26,2020,Los Angeles Lakers,Cleveland Cavaliers,100,86,TRUE
2021-03-25,2020,Miami Heat,Portland Trail Blazers,122,125,FALSE
2021-03-25,2020,New York Knicks,Washington Wizards,106,102,TRUE
2021-03-25,2020,San Antonio Spurs,Los Angeles Clippers,85,98,FALSE
2021-03-25,2020,Los Angeles Lakers,Philadelphia 76ers,101,109,FALSE
2021-03-25,2020,Sacramento Kings,Golden State Warriors,141,119,TRUE
2021-03-24,2020,Indiana Pacers,Detroit Pistons,116,111,TRUE
2021-03-24,2020,Toronto Raptors,Denver Nuggets,135,111,TRUE
2021-03-24,2020,Milwaukee Bucks,Boston Celtics,121,119,TRUE
2021-03-24,2020,Orlando Magic,Phoenix Suns,112,111,TRUE
2021-03-24,2020,Chicago Bulls,Cleveland Cavaliers,94,103,FALSE
2021-03-24,2020,Houston Rockets,Charlotte Hornets,97,122,FALSE
2021-03-24,2020,Minnesota Timberwolves,Dallas Mavericks,108,128,FALSE
2021-03-24,2020,Oklahoma City Thunder,Memphis Grizzlies,107,116,FALSE
2021-03-24,2020,San Antonio Spurs,Los Angeles Clippers,101,134,FALSE
2021-03-24,2020,Utah Jazz,Brooklyn Nets,118,88,TRUE
2021-03-24,2020,Sacramento Kings,Atlanta Hawks,110,108,TRUE
2021-03-23,2020,Orlando Magic,Denver Nuggets,99,110,FALSE
2021-03-23,2020,New York Knicks,Washington Wizards,131,113,TRUE
2021-03-23,2020,New Orleans Pelicans,Los Angeles Lakers,128,111,TRUE
2021-03-23,2020,Miami Heat,Phoenix Suns,100,110,FALSE
2021-03-23,2020,Golden State Warriors,Philadelphia 76ers,98,108,FALSE
2021-03-23,2020,Portland Trail Blazers,Brooklyn Nets,112,116,FALSE
2021-03-22,2020,Cleveland Cavaliers,Sacramento Kings,105,119,FALSE
2021-03-22,2020,Minnesota Timberwolves,Oklahoma City Thunder,103,112,FALSE
2021-03-22,2020,San Antonio Spurs,Charlotte Hornets,97,100,FALSE
2021-03-22,2020,Chicago Bulls,Utah Jazz,95,120,FALSE
2021-03-22,2020,Houston Rockets,Toronto Raptors,117,99,TRUE
2021-03-22,2020,Memphis Grizzlies,Boston Celtics,132,126,TRUE
2021-03-22,2020,Milwaukee Bucks,Indiana Pacers,140,113,TRUE
2021-03-22,2020,Los Angeles Clippers,Atlanta Hawks,119,110,TRUE
2021-01-01,2020,Charlotte Hornets,Memphis Grizzlies,93,108,FALSE
2021-01-01,2020,Detroit Pistons,Boston Celtics,96,93,TRUE
2021-01-01,2020,Dallas Mavericks,Miami Heat,93,83,TRUE
2021-01-01,2020,Brooklyn Nets,Atlanta Hawks,96,114,FALSE
2021-01-01,2020,Milwaukee Bucks,Chicago Bulls,126,96,TRUE
2021-01-01,2020,Minnesota Timberwolves,Washington Wizards,109,130,FALSE
2021-01-01,2020,San Antonio Spurs,Los Angeles Lakers,103,109,FALSE
2021-01-01,2020,Denver Nuggets,Phoenix Suns,103,106,FALSE
2021-01-01,2020,Utah Jazz,Los Angeles Clippers,106,100,TRUE
2021-01-01,2020,Golden State Warriors,Portland Trail Blazers,98,123,FALSE
2020-12-31,2020,Indiana Pacers,Cleveland Cavaliers,119,99,TRUE
2020-12-31,2020,Washington Wizards,Chicago Bulls,130,133,FALSE
2020-12-31,2020,Orlando Magic,Philadelphia 76ers,92,116,FALSE
2020-12-31,2020,Houston Rockets,Sacramento Kings,122,119,TRUE
2020-12-31,2020,Toronto Raptors,New York Knicks,100,83,TRUE
2020-12-31,2020,Oklahoma City Thunder,New Orleans Pelicans,80,113,FALSE
2020-12-31,2020,Utah Jazz,Phoenix Suns,95,106,FALSE
2020-12-30,2020,Boston Celtics,Memphis Grizzlies,126,107,TRUE
2020-12-30,2020,Brooklyn Nets,Atlanta Hawks,145,141,TRUE
2020-12-30,2020,Miami Heat,Milwaukee Bucks,119,108,TRUE
2020-12-30,2020,Dallas Mavericks,Charlotte Hornets,99,118,FALSE
2020-12-30,2020,San Antonio Spurs,Los Angeles Lakers,107,121,FALSE
2020-12-30,2020,Los Angeles Clippers,Portland Trail Blazers,128,105,TRUE
2020-12-29,2020,Cleveland Cavaliers,New York Knicks,86,95,FALSE
2020-12-29,2020,Detroit Pistons,Golden State Warriors,106,116,FALSE
2020-12-29,2020,Indiana Pacers,Boston Celtics,111,116,FALSE
2020-12-29,2020,Philadelphia 76ers,Toronto Raptors,100,93,TRUE
2020-12-29,2020,Washington Wizards,Chicago Bulls,107,115,FALSE
2020-12-29,2020,Miami Heat,Milwaukee Bucks,97,144,FALSE
2020-12-29,2020,Oklahoma City Thunder,Orlando Magic,107,118,FALSE
2020-12-29,2020,Phoenix Suns,New Orleans Pelicans,111,86,TRUE
2020-12-29,2020,Los Angeles Clippers,Minnesota Timberwolves,124,101,TRUE
2020-12-29,2020,Sacramento Kings,Denver Nuggets,125,115,TRUE
2020-12-28,2020,Atlanta Hawks,Detroit Pistons,128,120,TRUE
2020-12-28,2020,Brooklyn Nets,Memphis Grizzlies,111,116,FALSE
2020-12-28,2020,Oklahoma City Thunder,Utah Jazz,109,110,FALSE
2020-12-28,2020,Denver Nuggets,Houston Rockets,124,111,TRUE
2020-12-28,2020,Los Angeles Lakers,Portland Trail Blazers,107,115,FALSE
2020-12-27,2020,Los Angeles Clippers,Dallas Mavericks,73,124,FALSE
2020-12-27,2020,Charlotte Hornets,Brooklyn Nets,106,104,TRUE
2020-12-27,2020,Washington Wizards,Orlando Magic,113,120,FALSE
2020-12-27,2020,New Orleans Pelicans,San Antonio Spurs,98,95,TRUE
2020-12-27,2020,Cleveland Cavaliers,Philadelphia 76ers,118,94,TRUE
2020-12-27,2020,New York Knicks,Milwaukee Bucks,130,110,TRUE
2020-12-27,2020,Indiana Pacers,Boston Celtics,108,107,TRUE
2020-12-27,2020,Chicago Bulls,Golden State Warriors,128,129,FALSE
2020-12-27,2020,Sacramento Kings,Phoenix Suns,100,116,FALSE
2020-12-27,2020,Los Angeles Lakers,Minnesota Timberwolves,127,91,TRUE
2020-12-26,2020,Memphis Grizzlies,Atlanta Hawks,112,122,FALSE
2020-12-26,2020,Charlotte Hornets,Oklahoma City Thunder,107,109,FALSE
2020-12-26,2020,Detroit Pistons,Cleveland Cavaliers,119,128,FALSE
2020-12-26,2020,Washington Wizards,Orlando Magic,120,130,FALSE
2020-12-26,2020,New York Knicks,Philadelphia 76ers,89,109,FALSE
2020-12-26,2020,Chicago Bulls,Indiana Pacers,106,125,FALSE
2020-12-26,2020,San Antonio Spurs,Toronto Raptors,119,114,TRUE
2020-12-26,2020,Utah Jazz,Minnesota Timberwolves,111,116,FALSE
2020-12-26,2020,Portland Trail Blazers,Houston Rockets,128,126,TRUE
2020-12-26,2020,Sacramento Kings,Phoenix Suns,106,103,TRUE
2020-12-25,2020,Miami Heat,New Orleans Pelicans,111,98,TRUE
2020-12-25,2020,Milwaukee Bucks,Golden State Warriors,138,99,TRUE
2020-12-25,2020,Boston Celtics,Brooklyn Nets,95,123,FALSE
2020-12-25,2020,Los Angeles Lakers,Dallas Mavericks,138,115,TRUE
2020-12-25,2020,Denver Nuggets,Los Angeles Clippers,108,121,FALSE
2020-12-23,2020,Cleveland Cavaliers,Charlotte Hornets,121,114,TRUE
2020-12-23,2020,Indiana Pacers,New York Knicks,121,107,TRUE
2020-12-23,2020,Orlando Magic,Miami Heat,113,107,TRUE
2020-12-23,2020,Philadelphia 76ers,Washington Wizards,113,107,TRUE
2020-12-23,2020,Boston Celtics,Milwaukee Bucks,122,121,TRUE
2020-12-23,2020,Toronto Raptors,New Orleans Pelicans,99,113,FALSE
2020-12-23,2020,Chicago Bulls,Atlanta Hawks,104,124,FALSE
2020-12-23,2020,Memphis Grizzlies,San Antonio Spurs,119,131,FALSE
2020-12-23,2020,Minnesota Timberwolves,Detroit Pistons,111,101,TRUE
2020-12-23,2020,Denver Nuggets,Sacramento Kings,122,124,FALSE
2020-12-23,2020,Portland Trail Blazers,Utah Jazz,100,120,FALSE
2020-12-23,2020,Phoenix Suns,Dallas Mavericks,106,102,TRUE
2020-12-22,2020,Brooklyn Nets,Golden State Warriors,125,99,TRUE
2020-12-22,2020,Los Angeles Lakers,Los Angeles Clippers,109,116,FALSE
2021-03-21,2020,Miami Heat,Indiana Pacers,106,109,FALSE
2021-03-21,2020,Houston Rockets,Oklahoma City Thunder,112,114,FALSE
2021-03-21,2020,Denver Nuggets,New Orleans Pelicans,108,113,FALSE
2021-03-21,2020,Boston Celtics,Orlando Magic,112,96,TRUE
2021-03-21,2020,Brooklyn Nets,Washington Wizards,113,106,TRUE
2021-03-21,2020,Cleveland Cavaliers,Toronto Raptors,116,105,TRUE
2021-03-21,2020,Detroit Pistons,Chicago Bulls,86,100,FALSE
2021-03-21,2020,New York Knicks,Philadelphia 76ers,100,101,FALSE
2021-03-21,2020,Phoenix Suns,Los Angeles Lakers,111,94,TRUE
2021-03-21,2020,Portland Trail Blazers,Dallas Mavericks,92,132,FALSE
2021-03-20,2020,Los Angeles Lakers,Atlanta Hawks,94,99,FALSE
2021-03-20,2020,Philadelphia 76ers,Sacramento Kings,129,105,TRUE
2021-03-20,2020,Memphis Grizzlies,Golden State Warriors,111,103,TRUE
2021-03-20,2020,Milwaukee Bucks,San Antonio Spurs,120,113,TRUE
2021-03-20,2020,Los Angeles Clippers,Charlotte Hornets,125,98,TRUE
2021-03-19,2020,Cleveland Cavaliers,San Antonio Spurs,110,116,FALSE
2021-03-19,2020,Boston Celtics,Sacramento Kings,96,107,FALSE
2021-03-19,2020,Miami Heat,Indiana Pacers,110,137,FALSE
2021-03-19,2020,Orlando Magic,Brooklyn Nets,121,113,TRUE
2021-03-19,2020,Toronto Raptors,Utah Jazz,112,115,FALSE
2021-03-19,2020,Houston Rockets,Detroit Pistons,100,113,FALSE
2021-03-19,2020,Memphis Grizzlies,Golden State Warriors,103,116,FALSE
2021-03-19,2020,Denver Nuggets,Chicago Bulls,131,127,TRUE
2021-03-19,2020,Phoenix Suns,Minnesota Timberwolves,113,101,TRUE
2021-03-19,2020,Portland Trail Blazers,Dallas Mavericks,125,119,TRUE
2021-03-18,2020,Washington Wizards,Utah Jazz,131,122,TRUE
2021-03-18,2020,Atlanta Hawks,Oklahoma City Thunder,116,93,TRUE
2021-03-18,2020,New York Knicks,Orlando Magic,94,93,TRUE
2021-03-18,2020,Phoenix Suns,Minnesota Timberwolves,119,123,FALSE
2021-03-18,2020,Portland Trail Blazers,New Orleans Pelicans,101,93,TRUE
2021-03-18,2020,Los Angeles Lakers,Charlotte Hornets,116,105,TRUE
2021-03-17,2020,Detroit Pistons,Toronto Raptors,116,112,TRUE
2021-03-17,2020,Indiana Pacers,Brooklyn Nets,115,124,FALSE
2021-03-17,2020,Philadelphia 76ers,Milwaukee Bucks,105,109,FALSE
2021-03-17,2020,Washington Wizards,Sacramento Kings,119,121,FALSE
2021-03-17,2020,Cleveland Cavaliers,Boston Celtics,117,110,TRUE
2021-03-17,2020,Chicago Bulls,San Antonio Spurs,99,106,FALSE
2021-03-17,2020,Houston Rockets,Golden State Warriors,94,108,FALSE
2021-03-17,2020,Memphis Grizzlies,Miami Heat,89,85,TRUE
2021-03-17,2020,Denver Nuggets,Charlotte Hornets,129,104,TRUE
2021-03-17,2020,Dallas Mavericks,Los Angeles Clippers,105,89,TRUE
2021-03-16,2020,Boston Celtics,Utah Jazz,109,117,FALSE
2021-03-16,2020,Miami Heat,Cleveland Cavaliers,113,98,TRUE
2021-03-16,2020,Philadelphia 76ers,New York Knicks,99,96,TRUE
2021-03-16,2020,Chicago Bulls,Oklahoma City Thunder,123,102,TRUE
2021-03-16,2020,Houston Rockets,Atlanta Hawks,107,119,FALSE
2021-03-16,2020,Portland Trail Blazers,New Orleans Pelicans,125,124,TRUE
2021-03-16,2020,Los Angeles Lakers,Minnesota Timberwolves,137,121,TRUE
2021-03-15,2020,Charlotte Hornets,Sacramento Kings,122,116,TRUE
2021-03-15,2020,Washington Wizards,Milwaukee Bucks,122,133,FALSE
2021-03-15,2020,Detroit Pistons,San Antonio Spurs,99,109,FALSE
2021-03-15,2020,Brooklyn Nets,New York Knicks,117,112,TRUE
2021-03-15,2020,Dallas Mavericks,Los Angeles Clippers,99,109,FALSE
2021-03-15,2020,Denver Nuggets,Indiana Pacers,121,106,TRUE
2021-03-15,2020,Phoenix Suns,Memphis Grizzlies,122,99,TRUE
2021-03-15,2020,Golden State Warriors,Los Angeles Lakers,97,128,FALSE
2021-03-14,2020,Oklahoma City Thunder,Memphis Grizzlies,128,122,TRUE
2021-03-14,2020,Golden State Warriors,Utah Jazz,131,119,TRUE
2021-03-14,2020,Philadelphia 76ers,San Antonio Spurs,134,99,TRUE
2021-03-14,2020,Orlando Magic,Miami Heat,97,102,FALSE
2021-03-14,2020,Atlanta Hawks,Cleveland Cavaliers,100,82,TRUE
2021-03-14,2020,Houston Rockets,Boston Celtics,107,134,FALSE
2021-03-14,2020,Minnesota Timberwolves,Portland Trail Blazers,114,112,TRUE
2021-03-14,2020,Chicago Bulls,Toronto Raptors,118,95,TRUE
2021-03-14,2020,New Orleans Pelicans,Los Angeles Clippers,135,115,TRUE
2021-03-13,2020,Oklahoma City Thunder,New York Knicks,97,119,FALSE
2021-03-13,2020,Brooklyn Nets,Detroit Pistons,100,95,TRUE
2021-03-13,2020,Charlotte Hornets,Toronto Raptors,114,104,TRUE
2021-03-13,2020,Washington Wizards,Milwaukee Bucks,119,125,FALSE
2021-03-13,2020,Atlanta Hawks,Sacramento Kings,121,106,TRUE
2021-03-13,2020,Minnesota Timberwolves,Portland Trail Blazers,121,125,FALSE
2021-03-13,2020,Phoenix Suns,Indiana Pacers,111,122,FALSE
2021-03-13,2020,Denver Nuggets,Dallas Mavericks,103,116,FALSE
2021-03-12,2020,Washington Wizards,Philadelphia 76ers,101,127,FALSE
2021-03-12,2020,Memphis Grizzlies,Denver Nuggets,102,103,FALSE
2021-03-12,2020,New Orleans Pelicans,Cleveland Cavaliers,116,82,TRUE
2021-03-12,2020,Chicago Bulls,Miami Heat,90,101,FALSE
2021-03-12,2020,San Antonio Spurs,Orlando Magic,104,77,TRUE
2021-03-12,2020,Utah Jazz,Houston Rockets,114,99,TRUE
2021-03-12,2020,Los Angeles Lakers,Indiana Pacers,105,100,TRUE
2021-03-11,2020,Charlotte Hornets,Detroit Pistons,105,102,TRUE
2021-03-11,2020,Brooklyn Nets,Boston Celtics,121,109,TRUE
2021-03-11,2020,Toronto Raptors,Atlanta Hawks,120,121,FALSE
2021-03-11,2020,Miami Heat,Orlando Magic,111,103,TRUE
2021-03-11,2020,Chicago Bulls,Philadelphia 76ers,105,127,FALSE
2021-03-11,2020,Milwaukee Bucks,New York Knicks,134,101,TRUE
2021-03-11,2020,New Orleans Pelicans,Minnesota Timberwolves,105,135,FALSE
2021-03-11,2020,Oklahoma City Thunder,Dallas Mavericks,116,108,TRUE
2021-03-11,2020,Los Angeles Clippers,Golden State Warriors,130,104,TRUE
2021-03-11,2020,Portland Trail Blazers,Phoenix Suns,121,127,FALSE
2021-03-11,2020,Sacramento Kings,Houston Rockets,125,105,TRUE
2021-03-10,2020,Memphis Grizzlies,Washington Wizards,127,112,TRUE
